Term,OR,CI Lower,CI Upper,P-value
Dremel vs Airbrush,81.34044087737688,10.534503943184472,628.056846132426,2.466693367744293e-5
Pocillopora vs Acropora,0.07415081776362266,0.015018740869594299,0.3660988509459852,0.0014063240330373906
Porites vs Acropora,1.0763968129043764,0.3713374141524264,3.1201544866553768,0.8921547165001235
