species,contrast,prob_diff,prob_low,prob_high,prob_SE,prob_p,OR,OR_low,OR_high,OR_p
acropora,dremel vs airbrush,0.3306059132807012,0.17303312054514494,0.48817870601625746,0.0803957592988802,3.918543539447004e-5,NA,NA,NA,NA
pocillopora,dremel vs airbrush,0.09167290857060612,-0.029433966830916106,0.21277978397212832,0.06179035755595401,0.13791191574026257,NA,NA,NA,NA
porites,dremel vs airbrush,0.1904458954526439,0.022054057736150684,0.35883773316913714,0.08591578163922736,0.02664647825884886,NA,NA,NA,NA
