model,n_obs,n_yes,overdisp,singular_fit,R2_marginal,R2_conditional,AIC,BIC
regen_add,154,36,0.9458265297940686,TRUE,0.6551344304305969,0.6551344304305969,111.11491798038419,129.33663359486596
